2692,2688,0.9447,,,-1.0000,0.6106
68,3799,0.9437,,,-1.0000,
448,3735,0.9384,,,-1.0000,
4303,4304,0.9291,,,-1.0000,
3226,3866,0.9289,,,-1.0000,
5373,5374,0.9280,,,-1.0000,
968,961,0.9240,,,-1.0000,
2641,2287,0.9236,,,-1.0000,
3851,128,0.9161,,,-1.0000,
2633,2214,0.9135,,,-1.0000,
474,3690,0.9130,,,-1.0000,
963,3700,0.9125,,,-1.0000,
3635,20,0.9111,,,-1.0000,
17,3632,0.9103,,,-1.0000,
3674,428,0.9081,,,-1.0000,
570,3809,0.9073,,,-1.0000,
968,3699,0.9052,,,-1.0000,
3647,34,0.9043,,,-1.0000,
1094,1127,0.9042,,,-1.0000,
2625,2275,0.9037,,,-1.0000,
5366,5367,0.9031,,,-1.0000,
5335,5336,0.9014,,,-1.0000,
3634,19,0.9002,,,-1.0000,
3869,482,0.8990,,,-1.0000,
423,3687,0.8984,,,-1.0000,
424,3688,0.8951,,,-1.0000,
3885,62,0.8917,,,-1.0000,
145,3835,0.8913,,,-1.0000,
963,969,0.8910,,,-1.0000,
573,3798,0.8904,,,-1.0000,
4670,4671,0.8876,,,-1.0000,
173,174,0.8872,,,-1.0000,
3842,138,0.8850,,,-1.0000,
479,3870,0.8842,,,-1.0000,
5354,5355,0.8841,,,-1.0000,
457,3670,0.8834,,,-1.0000,
966,959,0.8833,,,-1.0000,
3843,137,0.8817,,,-1.0000,
5370,5371,0.8815,,,-1.0000,
2642,2228,0.8814,,,-1.0000,
3502,2680,0.8811,,,-1.0000,
2248,2671,0.8809,,,-1.0000,
12,3627,0.8800,,,-1.0000,
994,1014,0.8800,,,-1.0000,
203,3713,0.8778,,,-1.0000,
164,3765,0.8776,,,-1.0000,
5377,5376,0.8776,,,-1.0000,
3639,24,0.8773,,,-0.2673,
210,3815,0.8768,,,-0.1713,
961,3699,0.8765,,,0.0222,
76,3725,0.8760,,,0.0452,
31,3645,0.8755,,,0.0586,
1159,3778,0.8750,,,0.0841,
2653,2207,0.8746,,,0.0917,
3868,483,0.8744,,,0.0947,
3620,4,0.8739,,,0.0965,
969,3700,0.8709,,,0.1051,
1111,3697,0.8707,,,0.1129,
2953,31,0.8702,,,0.1158,
368,229,0.8701,,,0.1186,
3633,18,0.8693,,,0.1205,
3793,1172,0.8687,,,0.1272,
146,3834,0.8669,,,0.1340,
2233,2643,0.8664,,,0.1344,
2631,2221,0.8664,,,0.1468,
3820,59,0.8664,,,0.1490,
165,3661,0.8659,,,0.1617,
3837,143,0.8649,,,0.1684,
3651,118,0.8647,,,0.1721,
980,91,0.8644,,,0.1807,
5103,5102,0.8643,,,0.1815,
2655,2241,0.8637,,,0.1850,
5378,5379,0.8632,,,0.1874,
3855,577,0.8631,,,0.1997,
3619,1043,0.8628,,,0.2016,
98,981,0.8624,,,0.2168,
2661,2215,0.8619,,,0.2173,
56,3736,0.8611,,,0.2215,
1170,3795,0.8586,,,0.2223,
491,3860,0.8575,,,0.2292,
456,3801,0.8574,,,0.2319,
60,3756,0.8571,,,0.2331,
3675,429,0.8554,,,0.2348,
3886,248,0.8551,,,0.2364,
5095,3544,0.8542,,,0.2367,
3847,133,0.8534,,,0.2367,
79,3722,0.8533,,,0.2398,
168,3764,0.8533,,,0.2409,
2753,2754,0.8520,,,0.2431,
967,962,0.8508,,,0.2442,
3647,2960,0.8507,,,0.2446,
3776,993,0.8504,,,0.2543,
5345,5344,0.8497,,,0.2571,
65,3752,0.8485,,,0.2574,
166,3662,0.8472,,,0.2602,
112,3650,0.8470,,,0.2610,
2626,2205,0.8470,,,0.2621,
2658,2289,0.8470,,,0.2640,
167,3663,0.8469,,,0.2650,
3682,436,0.8468,,,0.2655,
7213,10635,0.8467,,,0.2659,
5337,5338,0.8465,,,0.2670,
28,3642,0.8463,,,0.2670,
473,3689,0.8460,,,0.2684,
3893,51,0.8459,,,0.2691,
3624,9,0.8455,,,0.2738,
2825,1351,0.8449,,,0.2755,
3854,970,0.8447,,,0.2774,
3212,487,0.8445,,,0.2808,
4179,4180,0.8445,,,0.2827,
5076,5075,0.8445,,,0.2867,
5339,5340,0.8444,,,0.2879,
4617,4616,0.8437,,,0.2903,
420,3684,0.8433,,,0.2929,
162,3659,0.8429,,,0.2942,
3338,3341,0.8426,,,0.2956,
502,3782,0.8416,,,0.2961,
106,3716,0.8415,,,0.3013,
8955,8234,0.8413,,,0.3018,
972,3873,0.8410,,,0.3040,
958,965,0.8408,,,0.3053,
3630,15,0.8401,,,0.3063,
187,3912,0.8394,,,0.3080,
1171,3794,0.8388,,,0.3087,
5153,5151,0.8386,,,0.3090,
3590,3591,0.8382,,,0.3105,
4969,4968,0.8366,,,0.3124,
2627,2250,0.8362,,,0.3148,
956,3745,0.8348,,,0.3151,
2956,24,0.8344,,,0.3152,
1463,5949,0.8342,,,0.3157,
2295,2664,0.8341,,,0.3160,
3883,1088,0.8337,,,0.3173,
3846,134,0.8330,,,0.3178,
4880,4881,0.8325,,,0.3183,
2632,2219,0.8311,,,0.3200,
52,3707,0.8305,,,0.3212,
5347,5346,0.8305,,,0.3214,
2338,1155,0.8304,,,0.3229,
421,3685,0.8297,,,0.3256,
3657,159,0.8291,,,0.3270,
2256,2637,0.8278,,,0.3289,
120,3900,0.8277,,,0.3309,
3732,242,0.8275,,,0.3313,
2743,2742,0.8271,,,0.3316,
4479,4478,0.8262,,,0.3332,
2651,2211,0.8258,,,0.3343,
4989,4988,0.8258,,,0.3353,
481,3668,0.8256,,,0.3378,
433,3679,0.8254,,,0.3381,
2960,34,0.8253,,,0.3400,
3911,84,0.8242,,,0.3402,
2644,2218,0.8238,,,0.3402,
3792,1175,0.8238,,,0.3403,
4544,4545,0.8236,,,0.3443,
3849,130,0.8209,,,0.3452,
1176,3791,0.8205,,,0.3483,
67,3734,0.8204,,,0.3485,
500,3783,0.8203,,,0.3487,
2956,3639,0.8203,,,0.3493,
430,3676,0.8198,,,0.3506,
5393,5394,0.8197,,,0.3511,
3637,22,0.8192,,,0.3515,
5349,5348,0.8192,,,0.3519,
3761,58,0.8188,,,0.3519,
977,976,0.8181,,,0.3522,
3839,141,0.8180,,,0.3530,
5624,1036,0.8178,,,0.3558,
5342,5341,0.8167,,,0.3564,
2667,2267,0.8164,,,0.3566,
213,3830,0.8156,,,0.3568,
2957,3630,0.8150,,,0.3571,
151,3652,0.8145,,,0.3577,
3629,14,0.8142,,,0.3593,
3656,158,0.8137,,,0.3597,
211,3814,0.8133,,,0.3608,
2669,2210,0.8133,,,0.3622,
3884,1058,0.8130,,,0.3634,
3739,57,0.8128,,,0.3655,
569,3810,0.8127,,,0.3658,
3644,30,0.8127,,,0.3661,
5353,5352,0.8127,,,0.3676,
3337,3338,0.8126,,,0.3690,
181,179,0.8119,,,0.3696,
3968,3967,0.8117,,,0.3704,
9949,9839,0.8117,,,0.3704,
296,231,0.8114,,,0.3707,
3841,139,0.8114,,,0.3725,
2945,20,0.8098,,,0.3734,
5864,5918,0.8093,,,0.3748,
3694,1121,0.8092,,,0.3775,
3897,506,0.8092,,,0.3791,
3666,470,0.8091,,,0.3796,
233,284,0.8089,,,0.3798,
2920,3627,0.8088,,,0.3802,
5187,5186,0.8078,,,0.3802,
2957,15,0.8058,,,0.3805,
8,3623,0.8053,,,0.3808,
10008,10635,0.8053,,,0.3822,
3263,492,0.8050,,,0.3844,
435,3681,0.8049,,,0.3844,
105,3717,0.8047,,,0.3863,
571,3808,0.8046,,,0.3863,
4022,4023,0.8046,,,0.3864,
3712,6,0.8039,,,0.3869,
434,3680,0.8028,,,0.3888,
1125,3770,0.8025,,,0.3889,
3819,206,0.8020,,,0.3890,
5185,5184,0.8014,,,0.3896,
3709,64,0.7999,,,0.3909,
8028,9081,0.7995,,,0.3933,
3643,29,0.7992,,,0.3935,
978,3754,0.7989,,,0.3943,
3683,437,0.7987,,,0.3948,
2635,2244,0.7986,,,0.3951,
3867,3050,0.7984,,,0.3954,
9204,10594,0.7980,,,0.3990,
2945,3635,0.7978,,,0.4000,
4952,4953,0.7978,,,0.4007,
439,3665,0.7974,,,0.4009,
2640,2283,0.7974,,,0.4019,
5663,5664,0.7966,,,0.4046,
3850,129,0.7963,,,0.4048,
5619,3428,0.7963,,,0.4054,
8955,10018,0.7958,,,0.4055,
504,3779,0.7957,,,0.4060,
8627,9636,0.7953,,,0.4079,
111,3740,0.7945,,,0.4089,
8234,10018,0.7942,,,0.4105,
1148,998,0.7937,,,0.4107,
2628,2252,0.7933,,,0.4109,
78,3723,0.7916,,,0.4115,
3836,144,0.7912,,,0.4128,
3848,132,0.7909,,,0.4142,
3239,4401,0.7891,,,0.4150,
9204,7676,0.7887,,,0.4151,
7,3622,0.7885,,,0.4160,
2953,3645,0.7883,,,0.4164,
2,3763,0.7874,,,0.4187,
108,3822,0.7869,,,0.4199,
5365,5364,0.7868,,,0.4207,
8627,8503,0.7868,,,0.4211,
35,3714,0.7863,,,0.4223,
6226,10594,0.7862,,,0.4226,
173,179,0.7860,,,0.4244,
4849,4850,0.7858,,,0.4248,
73,3727,0.7854,,,0.4251,
2630,2206,0.7852,,,0.4266,
3817,208,0.7845,,,0.4277,
69,3812,0.7830,,,0.4283,
422,3686,0.7830,,,0.4284,
3811,244,0.7829,,,0.4290,
2910,18,0.7828,,,0.4303,
1018,3771,0.7827,,,0.4304,
4479,1818,0.7826,,,0.4313,
4577,4578,0.7826,,,0.4314,
44,3708,0.7814,,,0.4316,
2278,1122,0.7803,,,0.4317,
6027,2082,0.7800,,,0.4319,
10008,7213,0.7799,,,0.4329,
484,3050,0.7790,,,0.4329,
5362,5363,0.7781,,,0.4341,
3459,3303,0.7779,,,0.4343,
6701,7568,0.7779,,,0.4349,
8627,7609,0.7776,,,0.4361,
4989,9551,0.7772,,,0.4365,
103,3715,0.7766,,,0.4375,
3838,142,0.7766,,,0.4386,
3969,3568,0.7754,,,0.4392,
2656,2253,0.7744,,,0.4400,
5109,5110,0.7744,,,0.4401,
2659,2212,0.7743,,,0.4403,
4381,4380,0.7743,,,0.4406,
16,3631,0.7715,,,0.4410,
3865,3036,0.7714,,,0.4411,
3859,492,0.7703,,,0.4428,
174,179,0.7701,,,0.4433,
4572,4571,0.7695,,,0.4435,
32,3646,0.7682,,,0.4437,
7253,6753,0.7677,,,0.4441,
12,2920,0.7675,,,0.4449,
2138,9066,0.7674,,,0.4455,
3825,116,0.7674,,,0.4457,
485,3866,0.7667,,,0.4461,
568,3856,0.7665,,,0.4463,
177,179,0.7664,,,0.4466,
9796,8366,0.7661,,,0.4468,
5357,5356,0.7643,,,0.4472,
763,3753,0.7641,,,0.4472,
5360,5359,0.7638,,,0.4481,
3840,140,0.7633,,,0.4500,
119,3706,0.7616,,,0.4508,
169,3664,0.7616,,,0.4509,
4039,4038,0.7616,,,0.4516,
4396,4397,0.7616,,,0.4520,
8628,8234,0.7612,,,0.4526,
3905,1140,0.7605,,,0.4530,
2910,3633,0.7601,,,0.4534,
3226,485,0.7597,,,0.4548,
3636,21,0.7589,,,0.4559,
149,3832,0.7586,,,0.4567,
1093,2319,0.7584,,,0.4574,
6929,8559,0.7582,,,0.4581,
8627,7341,0.7577,,,0.4582,
3881,224,0.7573,,,0.4588,
8628,8955,0.7567,,,0.4591,
8503,7609,0.7560,,,0.4595,
1128,3768,0.7559,,,0.4597,
3174,2273,0.7559,,,0.4601,
8353,9619,0.7555,,,0.4601,
1162,3800,0.7553,,,0.4603,
2698,2697,0.7550,,,0.4612,
5381,5380,0.7526,,,0.4615,
4890,4891,0.7521,,,0.4624,
3818,207,0.7520,,,0.4638,
109,3892,0.7519,,,0.4650,
71,3729,0.7517,,,0.4651,
3649,1160,0.7516,,,0.4658,
8129,8185,0.7516,,,0.4663,
2245,2670,0.7514,,,0.4665,
230,335,0.7512,,,0.4670,
110,3741,0.7508,,,0.4677,
3844,136,0.7507,,,0.4679,
4793,4792,0.7499,,,0.4686,
269,235,0.7494,,,0.4692,
4401,4402,0.7488,,,0.4696,
6130,6226,0.7484,,,0.4700,
5368,5369,0.7483,,,0.4702,
5301,5300,0.7477,,,0.4711,
7676,10594,0.7468,,,0.4713,
66,3788,0.7463,,,0.4733,
3903,1142,0.7463,,,0.4740,
5351,5350,0.7460,,,0.4752,
4581,4582,0.7458,,,0.4752,
7341,7609,0.7456,,,0.4759,
5152,5151,0.7441,,,0.4763,
486,3036,0.7440,,,0.4774,
163,3660,0.7436,,,0.4778,
6226,7443,0.7436,,,0.4783,
27,2988,0.7432,,,0.4787,
3703,471,0.7427,,,0.4791,
3895,505,0.7426,,,0.4791,
426,3672,0.7425,,,0.4796,
3,3767,0.7423,,,0.4799,
7609,9551,0.7419,,,0.4799,
3636,2950,0.7410,,,0.4806,
6130,10594,0.7408,,,0.4809,
5382,5383,0.7391,,,0.4812,
7991,9636,0.7380,,,0.4822,
5153,5152,0.7377,,,0.4832,
8271,7341,0.7376,,,0.4836,
5672,3957,0.7371,,,0.4841,
3721,80,0.7363,,,0.4847,
9760,7482,0.7361,,,0.4847,
7341,8503,0.7360,,,0.4856,
6870,10018,0.7354,,,0.4860,
3695,1119,0.7352,,,0.4861,
161,3658,0.7344,,,0.4877,
3625,10,0.7341,,,0.4884,
3845,135,0.7340,,,0.4885,
2329,2330,0.7330,,,0.4890,
2602,3855,0.7329,,,0.4901,
21,2950,0.7321,,,0.4903,
8560,10635,0.7319,,,0.4906,
3821,189,0.7310,,,0.4914,
3882,107,0.7303,,,0.4914,
4478,1818,0.7297,,,0.4914,
3407,3408,0.7293,,,0.4915,
8628,10018,0.7293,,,0.4924,
3701,33,0.7292,,,0.4929,
8955,8106,0.7291,,,0.4931,
4115,3567,0.7289,,,0.4936,
3731,36,0.7280,,,0.4938,
939,3648,0.7273,,,0.4945,
8627,9551,0.7266,,,0.4952,
7991,7609,0.7260,,,0.4953,
488,3863,0.7259,,,0.4959,
3827,940,0.7242,,,0.4964,
8503,9551,0.7242,,,0.4983,
3467,5733,0.7237,,,0.4989,
77,3724,0.7228,,,0.4994,
4988,7609,0.7215,,,0.5006,
183,179,0.7210,,,0.5007,
2292,2668,0.7210,,,0.5024,
4989,7609,0.7199,,,0.5025,
1911,10374,0.7194,,,0.5028,
337,232,0.7184,,,0.5036,
2934,23,0.7172,,,0.5071,
176,179,0.7162,,,0.5078,
4112,4111,0.7150,,,0.5083,
3907,185,0.7148,,,0.5090,
234,308,0.7146,,,0.5096,
180,186,0.7145,,,0.5099,
486,3865,0.7143,,,0.5107,
1914,7737,0.7135,,,0.5115,
7666,9929,0.7124,,,0.5121,
3384,3328,0.7123,,,0.5122,
1037,3807,0.7122,,,0.5123,
179,186,0.7116,,,0.5127,
7676,6226,0.7114,,,0.5133,
3876,61,0.7112,,,0.5135,
7667,9169,0.7101,,,0.5136,
45,3748,0.7092,,,0.5151,
3803,440,0.7092,,,0.5168,
3628,13,0.7089,,,0.5171,
461,460,0.7087,,,0.5194,
183,173,0.7085,,,0.5200,
8414,9402,0.7081,,,0.5207,
173,176,0.7079,,,0.5210,
8271,7609,0.7076,,,0.5210,
225,3804,0.7071,,,0.5215,
7676,9169,0.7053,,,0.5220,
6011,103,0.7046,,,0.5225,
3337,3341,0.7045,,,0.5227,
8627,7991,0.7038,,,0.5246,
6141,8161,0.7028,,,0.5262,
184,179,0.7022,,,0.5264,
5063,7017,0.7019,,,0.5264,
174,177,0.7007,,,0.5268,
8503,9636,0.7002,,,0.5281,
1615,2816,0.6996,,,0.5283,
8271,8194,0.6995,,,0.5292,
3667,476,0.6994,,,0.5304,
181,180,0.6985,,,0.5305,
2868,5713,0.6970,,,0.5315,
2229,2638,0.6962,,,0.5318,
6694,8271,0.6956,,,0.5320,
8203,9349,0.6952,,,0.5320,
2602,577,0.6948,,,0.5321,
3174,1806,0.6944,,,0.5325,
2290,8954,0.6933,,,0.5326,
5000,7737,0.6933,,,0.5326,
9204,6226,0.6933,,,0.5328,
6130,7443,0.6927,,,0.5334,
3280,4478,0.6926,,,0.5336,
3258,3502,0.6920,,,0.5336,
178,179,0.6911,,,0.5343,
2990,3607,0.6911,,,0.5355,
4756,4755,0.6904,,,0.5356,
3824,499,0.6901,,,0.5376,
2449,3616,0.6900,,,0.5376,
184,181,0.6891,,,0.5378,
4988,9551,0.6884,,,0.5381,
8560,7213,0.6880,,,0.5384,
4989,8627,0.6878,,,0.5386,
6929,8704,0.6876,,,0.5388,
7991,8503,0.6876,,,0.5396,
6870,8955,0.6865,,,0.5398,
7146,8403,0.6860,,,0.5400,
8560,10008,0.6860,,,0.5402,
3371,3416,0.6859,,,0.5406,
6555,6226,0.6857,,,0.5413,
4900,4899,0.6856,,,0.5417,
6308,10635,0.6848,,,0.5428,
3730,37,0.6847,,,0.5435,
3859,3263,0.6847,,,0.5446,
3677,431,0.6843,,,0.5450,
3239,4402,0.6832,,,0.5461,
3640,2989,0.6827,,,0.5467,
5731,5733,0.6825,,,0.5470,
7341,9551,0.6824,,,0.5470,
7213,6308,0.6823,,,0.5486,
40,3891,0.6810,,,0.5489,
3626,11,0.6810,,,0.5490,
9983,8414,0.6810,,,0.5491,
2654,2235,0.6805,,,0.5498,
6555,10594,0.6797,,,0.5516,
183,174,0.6791,,,0.5526,
9822,9551,0.6789,,,0.5542,
7213,10594,0.6783,,,0.5558,
9822,7341,0.6780,,,0.5560,
370,646,0.6777,,,0.5567,
7068,7991,0.6771,,,0.5576,
183,176,0.6765,,,0.5580,
7667,10594,0.6751,,,0.5580,
181,177,0.6748,,,0.5581,
176,177,0.6744,,,0.5586,
2639,2232,0.6744,,,0.5587,
174,176,0.6743,,,0.5593,
7443,10594,0.6739,,,0.5603,
8106,8234,0.6737,,,0.5626,
54,3749,0.6724,,,0.5627,
2921,11,0.6721,,,0.5629,
3957,10637,0.6713,,,0.5629,
75,3726,0.6708,,,0.5630,
7981,8366,0.6704,,,0.5636,
7991,7341,0.6693,,,0.5642,
9073,9401,0.6687,,,0.5643,
3879,1053,0.6681,,,0.5671,
209,3816,0.6675,,,0.5674,
4988,9196,0.6674,,,0.5677,
4988,7341,0.6669,,,0.5684,
174,185,0.6668,,,0.5691,
173,177,0.6665,,,0.5714,
4988,9636,0.6663,,,0.5718,
173,185,0.6662,,,0.5718,
72,3728,0.6661,,,0.5719,
3555,4317,0.6654,,,0.5719,
8271,9551,0.6643,,,0.5722,
1151,3753,0.6640,,,0.5722,
4644,4643,0.6630,,,0.5725,
8802,10295,0.6627,,,0.5736,
8769,6612,0.6622,,,0.5740,
4834,4835,0.6619,,,0.5749,
6130,9169,0.6619,,,0.5757,
8560,6308,0.6619,,,0.5762,
6555,6130,0.6617,,,0.5765,
9823,7146,0.6606,,,0.5767,
8271,7991,0.6601,,,0.5771,
3784,497,0.6595,,,0.5783,
6011,3715,0.6593,,,0.5784,
26,3640,0.6592,,,0.5787,
26,2989,0.6590,,,0.5788,
7083,2351,0.6588,,,0.5805,
3467,5731,0.6584,,,0.5806,
181,186,0.6581,,,0.5815,
8760,8405,0.6577,,,0.5824,
3673,427,0.6575,,,0.5829,
42,3909,0.6568,,,0.5831,
9455,9906,0.6544,,,0.5832,
183,181,0.6541,,,0.5838,
9169,10594,0.6537,,,0.5841,
2356,2399,0.6536,,,0.5848,
8271,8802,0.6533,,,0.5849,
9059,10018,0.6532,,,0.5854,
10008,6308,0.6530,,,0.5855,
487,3864,0.6519,,,0.5858,
3638,23,0.6516,,,0.5861,
4210,4211,0.6506,,,0.5861,
6555,9169,0.6505,,,0.5870,
180,179,0.6504,,,0.5872,
3852,127,0.6500,,,0.5872,
7473,8366,0.6500,,,0.5878,
109,711,0.6484,,,0.5879,
8194,9196,0.6484,,,0.5886,
9551,9636,0.6479,,,0.5891,
50,3710,0.6468,,,0.5892,
5153,9929,0.6461,,,0.5895,
7676,7667,0.6457,,,0.5902,
3892,711,0.6449,,,0.5915,
2272,2649,0.6443,,,0.5917,
6555,7667,0.6442,,,0.5923,
55,3705,0.6438,,,0.5930,
173,186,0.6436,,,0.5935,
2243,2660,0.6431,,,0.5939,
4878,4879,0.6428,,,0.5946,
7676,7443,0.6413,,,0.5947,
3910,43,0.6408,,,0.5950,
178,181,0.6401,,,0.5953,
181,173,0.6393,,,0.5958,
3983,3984,0.6393,,,0.5970,
6226,9169,0.6393,,,0.5972,
8271,4988,0.6393,,,0.5976,
8627,4988,0.6391,,,0.5978,
484,3867,0.6388,,,0.5983,
184,177,0.6382,,,0.5986,
8561,9073,0.6382,,,0.5991,
48,3758,0.6373,,,0.5998,
6555,7443,0.6373,,,0.6010,
3906,1139,0.6362,,,0.6014,
6141,9030,0.6358,,,0.6014,
181,174,0.6354,,,0.6022,
2954,29,0.6352,,,0.6026,
6804,8990,0.6346,,,0.6027,
3887,247,0.6333,,,0.6028,
33,1041,0.6332,,,0.6033,
2622,8287,0.6331,,,0.6036,
4876,4877,0.6329,,,0.6046,
115,3733,0.6328,,,0.6047,
7676,6130,0.6306,,,0.6052,
183,177,0.6305,,,0.6052,
2705,2703,0.6299,,,0.6057,
4989,8503,0.6298,,,0.6058,
7609,9636,0.6298,,,0.6059,
174,186,0.6287,,,0.6066,
2169,3618,0.6271,,,0.6070,
8802,8194,0.6268,,,0.6073,
4989,9636,0.6256,,,0.6076,
6694,9822,0.6256,,,0.6078,
27,3641,0.6246,,,0.6079,
3755,155,0.6246,,,0.6087,
4989,9822,0.6243,,,0.6088,
3180,490,0.6237,,,0.6098,
4422,4421,0.6237,,,0.6100,
152,3653,0.6232,,,0.6101,
8106,10018,0.6227,,,0.6101,
6142,9759,0.6224,,,0.6102,
241,3711,0.6222,,,0.6105,
8635,7544,0.6221,,,0.6109,
6694,8194,0.6205,,,0.6112,
9822,7068,0.6197,,,0.6118,
8802,7068,0.6195,,,0.6125,
6870,8628,0.6190,,,0.6127,
3626,2921,0.6183,,,0.6127,
616,346,0.6182,,,0.6136,
4988,8194,0.6181,,,0.6140,
8627,9822,0.6177,,,0.6144,
4988,9822,0.6167,,,0.6153,
7068,8503,0.6165,,,0.6157,
1168,3750,0.6159,,,0.6159,
452,3786,0.6157,,,0.6165,
240,3787,0.6153,,,0.6167,
2262,2657,0.6144,,,0.6177,
